ID,Country,Carrier,TrafficType,ClickDate,Device,Browser,OS,RefererUrl,UserIp,ConversionStatus,ConversionDate,ConversionPayOut,publisherId,subPublisherId,advertiserCampaignId,Fraud
2009,IN,121.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,47.247.0.229,False,,0.0,55,,11991.0,0.0
2010,MY,52.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,113.210.119.185,False,,0.0,1203,,10228.0,0.0
2011,IN,2.0,A,2017-08-21 00:00:22,Samsung,chrome,Android,,112.79.191.43,False,,0.0,1203,,12686.0,0.0
2012,IN,1.0,A,2017-08-21 00:00:22,Vivo,chrome,Android,,223.182.25.162,False,,0.0,238,,15718.0,0.0
2013,IN,3.0,A,2017-08-21 00:00:22,Samsung,chrome,Android,,101.222.233.83,False,,0.0,365,,6556.0,0.0
2014,ID,74.0,,2017-08-21 00:00:22,Generic,android_webkit,Android,,114.125.219.122,False,,0.0,1382,,4128.0,0.0
2015,BD,44.0,A,2017-08-21 00:00:22,Symphony,chrome,Android,,119.30.45.82,False,,0.0,537,,11477.0,0.0
2016,IN,1.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,106.198.128.66,False,,0.0,454,,14544.0,0.0
2017,IN,4.0,,2017-08-21 00:00:22,Samsung,chromium,Android,,106.67.84.86,False,,0.0,1227,,12696.0,0.0
2018,IN,4.0,A,2017-08-21 00:00:22,Generic,uc,Android,162.243.80.250,112.110.30.159,False,,0.0,32960,,16021.0,0.0
2019,BD,-1.0,M,2017-08-21 00:00:22,Samsung,chrome,Android,track.brucelead.com,103.237.39.222,False,,0.0,1140,,7292.0,0.0
2020,IN,4.0,A,2017-08-21 00:00:22,Generic,uc,Android,107.170.154.51,223.196.190.95,False,,0.0,1074,,16799.0,0.0
2021,IN,-1.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,103.70.201.22,False,,0.0,674,,3312.0,0.0
2022,IN,2.0,A,2017-08-21 00:00:22,Micromax,46.0.2490.76,Android,goldtraff.com,42.111.93.84,False,,0.0,209,,12230.0,0.0
2023,NG,43.0,A,2017-08-21 00:00:22,Nokia,android_webkit,Android,,105.112.26.220,False,,0.0,35,,12704.0,0.0
2024,PL,669.0,A,2017-08-21 00:00:22,Samsung,chrome,Android,,94.254.182.250,False,,0.0,1203,,2024.0,0.0
2025,PE,653.0,,2017-08-21 00:00:22,Alcatel,chrome,Android,,190.117.121.237,False,,0.0,1393,,4901.0,0.0
2026,TH,-1.0,A,2017-08-21 00:00:22,Lava,chrome,Android,,115.87.152.39,False,,0.0,520,,7510.0,0.0
2027,IN,4.0,A,2017-08-21 00:00:22,Lava,chrome,Android,,112.110.97.20,False,,0.0,242,,14221.0,0.0
2028,TH,-1.0,A,2017-08-21 00:00:22,Vivo,chrome,Android,,125.27.170.193,False,,0.0,55,,735.0,0.0
2029,TH,-1.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,101.109.246.110,False,,0.0,520,,7510.0,0.0
2030,ID,46.0,M,2017-08-21 00:00:22,Samsung,android_webkit,Android,,112.215.154.218,False,,0.0,1203,,2025.0,0.0
2031,IN,121.0,A,2017-08-21 00:00:22,Samsung,chrome,Android,,47.247.13.184,False,,0.0,1203,,12686.0,0.0
2032,BO,975.0,M,2017-08-21 00:00:22,Samsung,chrome,Android,162.243.80.250,181.114.111.101,False,,0.0,14950,,5894.0,0.0
2033,TH,27.0,A,2017-08-21 00:00:22,Generic,46.0.2490.76,Android,,1.46.192.24,False,,0.0,55,,7510.0,0.0
2034,TH,-1.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,115.87.233.116,False,,0.0,242,,7510.0,0.0
2035,BE,-1.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,78.23.173.165,False,,0.0,1186,,11338.0,0.0
2036,MX,-1.0,,2017-08-21 00:00:22,Generic,android_webkit,Android,,201.171.86.235,False,,0.0,1306,,6113.0,0.0
2037,IN,1.0,,2017-08-21 00:00:22,Xolo,chrome,Android,,27.59.99.114,False,,0.0,1433,,9662.0,0.0
2038,EG,26.0,,2017-08-21 00:00:22,Samsung,chrome,Android,,196.133.159.178,False,,0.0,127,,7510.0,0.0
2039,TH,25.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,,223.24.154.194,False,,0.0,454,,7510.0,0.0
2040,UK,-1.0,,2017-08-21 00:00:22,Alcatel,chrome,Android,,94.197.120.252,False,,0.0,1306,,5520.0,0.0
2041,NG,-1.0,M,2017-08-21 00:00:22,Generic,chrome,Android,,197.211.59.137,False,,0.0,1306,,4904.0,0.0
2042,IN,2.0,A,2017-08-21 00:00:22,Generic,android_webkit,Android,bestadbid.com,42.106.0.46,False,,0.0,35,,7893.0,0.0
2043,TH,25.0,A,2017-08-21 00:00:22,true,chrome,Android,,223.24.158.173,False,,0.0,520,,5893.0,0.0
2044,IN,2.0,A,2017-08-21 00:00:22,Vivo,android_webkit,Android,,42.109.128.94,False,,0.0,242,,7893.0,0.0
2045,IN,1.0,,2017-08-21 00:00:22,Generic,uc,Android,apc.clck-01.online,27.62.165.182,False,,0.0,1433,,5893.0,0.0
2046,IN,1.0,A,2017-08-21 00:00:22,iBall,chrome,Android,,223.237.61.226,False,,0.0,301,,815.0,0.0
2047,TH,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,171.99.160.235,False,,0.0,242,,7510.0,0.0
2048,ES,-1.0,M,2017-08-21 00:00:23,Samsung,chrome,Android,,83.34.25.245,False,,0.0,1203,,10227.0,0.0
2049,GH,409.0,M,2017-08-21 00:00:23,Karbonn,android_webkit,Android,,41.66.199.104,False,,0.0,242,,10227.0,0.0
2050,IN,4.0,A,2017-08-21 00:00:23,Lenovo,chrome,Android,,106.76.218.248,False,,0.0,216,,12696.0,0.0
2051,CM,-1.0,M,2017-08-21 00:00:23,MTN,chrome,Android,162.243.112.118,129.0.45.235,False,,0.0,30226,,5894.0,0.0
2052,IN,4.0,A,2017-08-21 00:00:23,itel,chrome,Android,,1.187.122.54,False,,0.0,411,,10128.0,0.0
2053,CI,-1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,41.207.215.102,False,,0.0,1386,,7292.0,0.0
2054,VE,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,track.cpa.tapgerine.com,190.76.250.217,False,,0.0,1362,,11829.0,0.0
2055,IN,4.0,A,2017-08-21 00:00:23,iBall,android_webkit,Android,,106.67.19.157,False,,0.0,520,,12696.0,0.0
2056,IN,1.0,A,2017-08-21 00:00:23,Intex,chrome,Android,,106.202.94.170,False,,0.0,1203,,12686.0,0.0
2057,IN,2.0,A,2017-08-21 00:00:23,ZXD,46.0.2490.76,Android,supertraff.com,42.110.166.182,False,,0.0,282,,15751.0,0.0
2058,IN,6.0,A,2017-08-21 00:00:23,Generic,46.0.2490.76,Android,,49.202.2.81,False,,0.0,454,,16367.0,0.0
2059,IN,121.0,A,2017-08-21 00:00:23,Generic,uc,Android,162.243.80.250,137.97.12.90,False,,0.0,32960,,3312.0,0.0
2060,IT,137.0,,2017-08-21 00:00:23,iNew,chrome,Android,,151.34.112.47,False,,0.0,282,,5893.0,0.0
2061,DE,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,93.226.230.99,False,,0.0,27,,10227.0,0.0
2062,TH,20.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,49.229.139.102,False,,0.0,1160,,9176.0,0.0
2063,TH,25.0,,2017-08-21 00:00:23,ICUBOT,android_webkit,Android,,27.55.124.2,False,,0.0,411,,5893.0,0.0
2064,TH,-1.0,A,2017-08-21 00:00:23,Lenovo,chrome,Android,http://koolmedia.info/r/a00982ee-85d5-11e7-9327-11500c5886f4/1/,27.55.98.35,False,,0.0,1041,,7510.0,0.0
2065,BD,45.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,116.58.202.4,False,,0.0,55,,2024.0,0.0
2066,,-1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,110.5.186.234,False,,0.0,1306,,10227.0,0.0
2067,IN,1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,223.230.199.124,False,,0.0,209,,16060.0,0.0
2068,UK,-1.0,,2017-08-21 00:00:23,Samsung,android_webkit,Android,,188.166.154.215,False,,0.0,1306,,5520.0,0.0
2069,TH,-1.0,A,2017-08-21 00:00:23,Lava,chrome,Android,,223.205.232.228,False,,0.0,242,,7510.0,0.0
2070,US,836.0,A,2017-08-21 00:00:23,Generic,chrome,Android,poketraff.com,107.77.245.8,False,,0.0,282,,2024.0,0.0
2071,IN,121.0,A,2017-08-21 00:00:23,Motorola,chrome,Android,,157.48.9.135,False,,0.0,242,,11991.0,0.0
2072,PH,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,119.94.201.16,False,,0.0,242,,735.0,0.0
2073,BD,-1.0,A,2017-08-21 00:00:23,Samsung,chrome,Android,,103.237.39.222,False,,0.0,454,,4904.0,0.0
2074,LK,15.0,A,2017-08-21 00:00:23,Huawei,android_webkit,Android,162.243.73.231,103.247.50.191,False,,0.0,227,,10439.0,0.0
2075,IN,1.0,A,2017-08-21 00:00:23,Huawei,chromium,Android,,223.230.197.174,False,,0.0,209,,16060.0,0.0
2076,ID,74.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,114.125.14.103,False,,0.0,1382,,13462.0,0.0
2077,NG,43.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,105.112.42.113,False,,0.0,1203,,4904.0,0.0
2078,MX,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,187.152.251.229,False,,0.0,1203,,10227.0,0.0
2079,BD,-1.0,,2017-08-21 00:00:23,Generic,chrome,Android,,123.108.244.233,False,,0.0,1306,,2025.0,0.0
2080,BR,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,177.70.77.216,False,,0.0,672,3165_,11338.0,0.0
2081,IN,1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,obeyter.com,27.62.50.89,False,,0.0,1433,,6554.0,0.0
2082,GT,430.0,M,2017-08-21 00:00:23,Generic,46.0.2490.76,Android,,181.174.75.249,False,,0.0,1138,,4901.0,0.0
2083,BD,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,182.48.73.102,False,,0.0,1203,,10381.0,0.0
2084,ID,47.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,120.188.81.99,False,,0.0,242,,4787.0,0.0
2085,ID,47.0,M,2017-08-21 00:00:23,Samsung,chrome,Android,,120.188.78.55,False,,0.0,1203,,5520.0,0.0
2086,IN,2.0,A,2017-08-21 00:00:23,Samsung,android_webkit,Android,,42.109.139.10,False,,0.0,242,,7893.0,0.0
2087,IN,4.0,,2017-08-21 00:00:23,Samsung,chrome,Android,,106.77.135.103,False,,0.0,1227,,12696.0,0.0
2088,IN,121.0,A,2017-08-21 00:00:23,Samsung,chrome,Android,,47.31.10.80,False,,0.0,565,,4385.0,0.0
2089,IN,2.0,A,2017-08-21 00:00:23,Panasonic,chrome,Android,,42.111.11.32,False,,0.0,242,,14889.0,0.0
2090,TH,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,27.130.155.246,False,,0.0,454,,7510.0,0.0
2091,BD,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,spxtraff.com,103.31.178.62,False,,0.0,1138,,7292.0,0.0
2092,IN,1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,106.192.157.59,False,,0.0,27,,16060.0,0.0
2093,BD,44.0,,2017-08-21 00:00:23,Lenovo,chrome,Android,,119.30.35.50,False,,0.0,1306,,10227.0,0.0
2094,IN,4.0,A,2017-08-21 00:00:23,Samsung,android_webkit,Android,,106.76.26.138,False,,0.0,537,,12696.0,0.0
2095,IN,121.0,A,2017-08-21 00:00:23,Gionee,chrome,Android,,47.31.10.7,False,,0.0,565,,2025.0,0.0
2096,ID,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,180.248.50.160,False,,0.0,1265,,3312.0,0.0
2097,BD,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,track.brucelead.com,103.43.150.66,False,,0.0,1140,,7292.0,0.0
2098,IN,-1.0,A,2017-08-21 00:00:23,BlackBerry,blackberry,RIM OS,www.pornhub.com,113.193.102.206,False,,0.0,238,,5018.0,0.0
2099,RU,712.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,176.59.34.240,False,,0.0,1206,,16633.0,0.0
2100,BR,218.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,177.79.103.249,False,,0.0,242,,2025.0,0.0
2101,RU,699.0,A,2017-08-21 00:00:23,Generic,46.0.2490.76,Android,koolmedia.info,217.118.81.248,False,,0.0,1041,,11830.0,0.0
2102,BD,-1.0,M,2017-08-21 00:00:23,Samsung,chrome,Android,track.brucelead.com,203.190.14.18,False,,0.0,1140,,7292.0,0.0
2103,IN,1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,223.225.250.220,False,,0.0,1433,,15718.0,0.0
2104,TH,27.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,koolmedia.info,1.47.79.38,False,,0.0,1180,,11829.0,0.0
2105,BR,217.0,A,2017-08-21 00:00:23,Motorola,chrome,Android,koolmedia.info,191.136.87.168,False,,0.0,1041,,1643.0,0.0
2106,IN,121.0,A,2017-08-21 00:00:23,Panasonic,46.0.2490.76,Android,,139.167.6.176,False,,0.0,1203,,5368.0,0.0
2107,BD,125.0,M,2017-08-21 00:00:23,Generic,chrome,Android,,103.242.21.237,False,,0.0,55,,2024.0,0.0
2108,ID,-1.0,M,2017-08-21 00:00:23,Samsung,android_webkit,Android,koolmedia.info,202.67.34.233,False,,0.0,1206,,5893.0,0.0
2109,IN,4.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,112.110.128.44,False,,0.0,1041,,5893.0,0.0
2110,TH,27.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,1.47.196.76,False,,0.0,1203,,7510.0,0.0
2111,BD,-1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,,103.230.107.51,False,,0.0,1306,,2025.0,0.0
2112,TH,20.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,182.232.133.167,False,,0.0,55,,7510.0,0.0
2113,RU,703.0,,2017-08-21 00:00:23,Alcatel,chrome,Android,d.billyaffcontent.com,31.173.83.213,False,,0.0,411,,11829.0,0.0
2114,IN,1.0,,2017-08-21 00:00:23,Generic,android_webkit,Android,obeyter.com,106.192.148.164,False,,0.0,1433,,9662.0,0.0
2115,UK,-1.0,M,2017-08-21 00:00:23,Apple,safari,iOS,rocktraff.com,84.92.223.78,False,,0.0,282,,0.0,0.0
2116,RU,-1.0,A,2017-08-21 00:00:23,Alcatel,chrome,Android,,5.143.197.148,False,,0.0,454,,3312.0,0.0
2117,MX,50.0,A,2017-08-21 00:00:23,CellAllure,chrome,Android,,189.254.162.10,False,,0.0,454,,5893.0,0.0
2118,IN,1.0,M,2017-08-21 00:00:23,Micromax,chrome,Android,,223.186.97.64,False,,0.0,209,,9149.0,0.0
2119,ID,74.0,,2017-08-21 00:00:23,Samsung,chrome,Android,,114.124.150.188,False,,0.0,1306,,2024.0,0.0
2120,MX,-1.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,187.209.203.231,False,,0.0,55,,7292.0,0.0
2121,IN,4.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,106.67.12.216,False,,0.0,301,,12696.0,0.0
2122,TH,25.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,27.55.101.5,False,,0.0,454,,7510.0,0.0
2123,BD,-1.0,M,2017-08-21 00:00:23,Cubot,android_webkit,Android,,103.237.39.222,False,,0.0,1140,,7292.0,0.0
2124,ZA,-1.0,M,2017-08-21 00:00:23,Sony,android_webkit,Android,,41.246.153.145,False,,0.0,29,,4901.0,0.0
2125,IT,-1.0,,2017-08-21 00:00:23,Samsung,android_webkit,Android,,93.36.177.0,False,,0.0,244,,10227.0,0.0
2126,IN,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,1.186.41.40,False,,0.0,242,,3312.0,0.0
2127,IN,121.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,bldtrax.com,139.167.2.20,False,,0.0,38,,1232.0,0.0
2128,IN,1.0,A,2017-08-21 00:00:23,Samsung,chrome,Android,162.243.80.250,27.59.42.228,False,,0.0,32960,,10715.0,0.0
2129,BD,34.0,A,2017-08-21 00:00:23,Symphony,chrome,Android,,103.230.107.11,False,,0.0,127,,3312.0,0.0
2130,ID,74.0,M,2017-08-21 00:00:23,Karbonn,android_webkit,Android,,114.125.27.215,False,,0.0,55,,10227.0,0.0
2131,BD,-1.0,M,2017-08-21 00:00:23,Samsung,chromium,Android,,43.250.81.98,False,,0.0,1140,,7292.0,0.0
2132,MM,574.0,M,2017-08-21 00:00:23,Generic,chrome,Android,,37.111.1.253,False,,0.0,55,,4129.0,0.0
2133,IN,1.0,,2017-08-21 00:00:23,Lenovo,chrome,Android,obeyter.com,106.210.133.208,False,,0.0,1433,,6554.0,0.0
2134,BD,45.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,43.245.120.147,False,,0.0,55,,6113.0,0.0
2135,IN,2.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,42.110.162.181,False,,0.0,209,,8786.0,0.0
2136,BR,215.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,ysextube.com,177.210.203.132,False,,0.0,216,,7510.0,0.0
2137,TH,20.0,A,2017-08-21 00:00:23,ZTE,chrome,Android,,182.232.178.241,False,,0.0,520,,7510.0,0.0
2138,KR,-1.0,,2017-08-21 00:00:23,Samsung,chrome,Android,adec.arcadecats.com,116.125.190.38,False,,0.0,1306,,10227.0,0.0
2139,TH,25.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,global.mobtraff.site,223.24.113.111,False,,0.0,448,,7510.0,0.0
2140,TH,20.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,182.232.237.71,False,,0.0,520,,7510.0,0.0
2141,ID,47.0,A,2017-08-21 00:00:23,Lenovo,chrome,Android,rds.vykonia.com,120.188.82.34,False,,0.0,318,,13959.0,0.0
2142,TH,-1.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,http://koolmedia.info/r/a028294c-85d5-11e7-9379-11501447ae18/1/,223.24.166.7,False,,0.0,1041,,7510.0,0.0
2143,MX,50.0,A,2017-08-21 00:00:23,Zonda,chrome,Android,,187.237.14.230,False,,0.0,454,,16603.0,0.0
2144,TH,27.0,M,2017-08-21 00:00:23,Generic,android_webkit,Android,,1.46.33.247,False,,0.0,1203,,2024.0,0.0
2145,CL,269.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,koolmedia.info,186.9.1.130,False,,0.0,1041,,5893.0,0.0
2146,TH,25.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,223.24.53.190,False,,0.0,454,,7510.0,0.0
2147,BD,44.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,119.30.47.141,False,,0.0,537,,5893.0,0.0
2148,BG,193.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,149.62.200.160,False,,0.0,1203,,7618.0,0.0
2149,IN,121.0,A,2017-08-21 00:00:23,Generic,uc,Android,www.pornhub.com,47.30.168.33,False,,0.0,32960,,3312.0,0.0
2150,TH,27.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,1.47.167.0,False,,0.0,520,,7510.0,0.0
2151,RU,-1.0,A,2017-08-21 00:00:23,Alcatel,chrome,Android,,95.28.69.240,False,,0.0,520,,3312.0,0.0
2152,BD,44.0,M,2017-08-21 00:00:23,Symphony,chrome,Android,,119.30.32.235,False,,0.0,1306,,12345.0,0.0
2153,MY,18.0,A,2017-08-21 00:00:23,Samsung,android_webkit,Android,192.241.242.234,183.171.82.155,False,,0.0,39125,,3312.0,0.0
2154,BD,44.0,A,2017-08-21 00:00:23,PiPO,android_webkit,Android,,119.30.39.182,False,,0.0,537,,2024.0,0.0
2155,IN,5.0,A,2017-08-21 00:00:23,Generic,android_webkit,Android,,101.61.195.251,False,,0.0,302,83187,16216.0,0.0
2156,BD,-1.0,M,2017-08-21 00:00:23,PiPO,android_webkit,Android,,103.19.253.54,False,,0.0,1140,,7292.0,0.0
2157,PH,-1.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,112.198.72.150,False,,0.0,520,,1368.0,0.0
2158,IN,3.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,,101.210.140.181,False,,0.0,282,,15345.0,0.0
2159,IN,121.0,A,2017-08-21 00:00:24,Generic,uc,Android,162.243.80.250,137.97.12.90,False,,0.0,32960,,3312.0,0.0
2160,BD,-1.0,M,2017-08-21 00:00:24,Generic,chrome,Android,bldtrax.com,202.51.187.67,False,,0.0,1140,,7292.0,0.0
2161,BD,45.0,M,2017-08-21 00:00:24,Symphony,chrome,Android,,116.58.202.116,False,,0.0,282,,4129.0,0.0
2162,ID,74.0,,2017-08-21 00:00:24,Samsung,chrome,Android,,114.124.238.166,False,,0.0,1382,,1643.0,0.0
2163,TH,20.0,A,2017-08-21 00:00:24,Generic,chrome,Android,,182.232.227.13,False,,0.0,1031,,5893.0,0.0
2164,TH,20.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,49.229.138.93,False,,0.0,242,,7510.0,0.0
2165,IN,4.0,A,2017-08-21 00:00:24,Intex,chrome,Android,,106.79.230.142,False,,0.0,1101,,12696.0,0.0
2166,IN,-1.0,A,2017-08-21 00:00:24,Intex,chrome,Android,,103.238.108.94,False,,0.0,242,,3312.0,0.0
2167,TH,25.0,A,2017-08-21 00:00:24,Lava,android_webkit,Android,,223.24.154.15,False,,0.0,243,,7510.0,0.0
2168,IR,-1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,,5.123.141.61,False,,0.0,520,,4129.0,0.0
2169,IN,1.0,A,2017-08-21 00:00:24,Generic,uc,Android,www.redtube.com,27.60.64.217,False,,0.0,32960,,10715.0,0.0
2170,IN,121.0,A,2017-08-21 00:00:24,Micromax,chrome,Android,,157.50.8.53,False,,0.0,242,,11991.0,0.0
2171,IN,2.0,A,2017-08-21 00:00:24,Lenovo,chrome,Android,,1.38.4.13,False,,0.0,242,,7893.0,0.0
2172,IN,121.0,A,2017-08-21 00:00:24,Generic,uc,Android,www.redtube.com,47.9.134.209,False,,0.0,238,,10139.0,0.0
2173,IN,121.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,137.97.11.244,False,,0.0,454,,11991.0,0.0
2174,IN,121.0,A,2017-08-21 00:00:24,Samsung,chrome,Android,,49.35.12.27,False,,0.0,242,,11991.0,0.0
2175,NG,-1.0,M,2017-08-21 00:00:24,LG,chrome,Android,,154.66.59.227,False,,0.0,1306,,4904.0,0.0
2176,BD,44.0,M,2017-08-21 00:00:24,Symphony,chrome,Android,,119.30.39.207,False,,0.0,1306,,4901.0,0.0
2177,RU,704.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,80.83.234.198,False,,0.0,619,,13462.0,0.0
2178,BD,-1.0,M,2017-08-21 00:00:24,Symphony,chrome,Android,,103.196.235.34,False,,0.0,1140,,7292.0,0.0
2179,BD,44.0,,2017-08-21 00:00:24,Samsung,android_webkit,Android,billionstarads.com,119.30.32.118,False,,0.0,203,,4129.0,0.0
2180,IN,121.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,169.149.130.156,False,,0.0,209,,3312.0,0.0
2181,PH,-1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,polimerk.com,110.54.182.232,False,,0.0,20477,,3312.0,0.0
2182,TH,-1.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,171.101.240.199,False,,0.0,520,,7510.0,0.0
2183,IN,1.0,A,2017-08-21 00:00:24,Generic,uc,Android,192.241.174.146,106.208.115.175,False,,0.0,40967,,3312.0,0.0
2184,IN,4.0,,2017-08-21 00:00:24,Samsung,chrome,Android,bestforexplmdb.com,106.67.128.37,False,,0.0,1348,,12696.0,0.0
2185,IN,1.0,A,2017-08-21 00:00:24,Samsung,chrome,Android,track.brucelead.com,223.225.226.168,False,,0.0,1140,,15654.0,0.0
2186,US,-1.0,,2017-08-21 00:00:24,Samsung,android_webkit,Android,,172.98.78.12,False,,0.0,1306,,10227.0,0.0
2187,PH,-1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,macandell.com,110.54.222.206,False,,0.0,27,,736.0,0.0
2188,ID,-1.0,,2017-08-21 00:00:24,Generic,android_webkit,Android,,223.255.230.42,False,,0.0,1306,,12686.0,0.0
2189,CO,289.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,191.110.157.118,False,,0.0,1180,,11829.0,0.0
2190,IN,4.0,A,2017-08-21 00:00:24,Idea,android_webkit,Android,,27.97.70.208,False,,0.0,619,,10128.0,0.0
2191,BD,-1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,,123.108.246.229,False,,0.0,1306,,10228.0,0.0
2192,IN,2.0,A,2017-08-21 00:00:24,Micromax,chrome,Android,,42.106.103.22,False,,0.0,35,,11784.0,0.0
2193,IN,1.0,A,2017-08-21 00:00:24,Micromax,chrome,Android,ads.advancemobile.net,223.182.29.73,False,,0.0,1190,,14544.0,0.0
2194,MY,18.0,A,2017-08-21 00:00:24,QMobile,android_webkit,Android,,203.82.85.33,False,,0.0,282,,1643.0,0.0
2195,IN,121.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,47.9.181.118,False,,0.0,242,,11991.0,0.0
2196,IN,5.0,A,2017-08-21 00:00:24,Generic,uc,Android,www.pornhub.com,101.57.74.76,False,,0.0,238,,16216.0,0.0
2197,IN,-1.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,49.34.127.23,False,,0.0,619,,10128.0,0.0
2198,TH,-1.0,A,2017-08-21 00:00:24,Generic,46.0.2490.76,Android,,110.168.235.229,False,,0.0,454,,7510.0,0.0
2199,IN,1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,,106.193.133.235,False,,0.0,216,,13521.0,0.0
2200,CO,-1.0,M,2017-08-21 00:00:24,Generic,android_webkit,Android,,181.142.128.38,False,,0.0,55,,4787.0,0.0
2201,TH,27.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,http://mnnbv.ab4hr.com/redirect/index?type=meta&to=aHR0cDovL21ubmJ2LmFiNGhyLmNvbQ%3D%3D&data=aHR0cDovL3RyYWNraW5nLmdhc21vYmkuY29tL2ZmNTAwMzFkLWZhOWMtNGZhMi04YWJhLTllMTU3NGUwZWM1Yz92YXIzPXt2YXIzfSZTdWJpZD0xOTA3NTEwMDgzNzUzNjkyNzIxMDAwMDczZDU4NWI1MGIwMjIwNDEmcGF5b3V0PSZleHRlcm5hbGlkPXZ3a25mNTk5OWQ1M2QzMzI5MDY1MTkyMTg5OA%3D%3D&action=action_final,1.47.138.234,False,,0.0,411,,7510.0,0.0
2202,IN,4.0,A,2017-08-21 00:00:24,Samsung,chrome,Android,asian-defence-news.blogspot.in,106.67.15.235,False,,0.0,1249,,10128.0,0.0
2203,ID,74.0,,2017-08-21 00:00:24,Generic,46.0.2490.76,Android,,114.125.19.154,False,,0.0,1382,,4128.0,0.0
2204,ID,74.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,114.124.142.98,False,,0.0,1206,,4901.0,0.0
2205,MX,597.0,A,2017-08-21 00:00:24,Alcatel,chrome,Android,,201.166.188.253,False,,0.0,454,,11830.0,0.0
2206,IN,121.0,A,2017-08-21 00:00:24,Generic,android_webkit,Android,,47.30.61.50,False,,0.0,674,,11991.0,0.0
